"1","2012-12-28","1059","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-28","1073","14","10.00","200","","","","","210.00","0424142","2013-07-31",""
"3","2013-02-28","1091","18","13.00","260.00","","","","","273.00","0424142","2013-07-31",""
"4","2013-03-28","1100","9","7.00","140.00","","","","","147.00","0424142","2013-07-31",""
"5","2013-04-28","1109","9","7.00","140","","","","","147.00","0424142","2013-07-31",""
"6","2013-05-28","1128","19","13.75","275","","","","","288.75","0567040","2013-09-12",""
"7","2013-06-28","1148","20","14.50","290.00","","","","","304.50","0567040","2013-09-12",""
"8","2013-07-28","1168","20",\N,"290.00","0","0","","","290",\N,\N,\N
"9","2013-08-28","1183","15",\N,"215.00","0","0","","","215",\N,\N,\N
"10","2013-09-28","1200","17",\N,"245.00","0","0","","","245",\N,\N,\N
"11","2013-10-28","1210","10","","140.00","0","0","","","140.00","","",""
"12","2013-11-28","1214","4",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
"13","2013-12-28","PL","-1214",\N,"","00.00","00.00","","","0",\N,\N,\N
